Gene ID	pathway_id	Pathway	Activity	
PF3D7_0823500	Tafenoq_transc	Tafenoquine - effect of drug on gene transcription	inner membrane complex protein 1i	
PF3D7_0823600	nuclearGenes	Nuclear genes with mitochondrial signal sequences	lipoate-protein ligase B	
PF3D7_0823600	api_prot	The proteome of the apicoplast	lipoate-protein ligase B	
PF3D7_0823600	BiosynthFeS	Biosynthesis of Fe-S proteins in the apicoplast	lipoate-protein ligase B	
PF3D7_0823600	lipoicAcid	Lipoic acid metabolism	lipoate-protein ligase B	
PF3D7_0823700	importMito	Import of proteins into the mitochondrion	mitochondrial import receptor subunit TOM7, putative	
PF3D7_0823700	gene_lumef	Gene expression affected by lumefantrine	mitochondrial import receptor subunit TOM7, putative	
PF3D7_0823800	phospoprot	Phosphoproteome	DnaJ protein, putative	
PF3D7_0823800	phosph_treeck	Phosphoproteome - Treeck et al 2011	DnaJ protein, putative	
PF3D7_0823800	palmito	Total palmitome of Plasmodium falciparum	DnaJ protein, putative	
PF3D7_0823800	Hsp70_exp	Parasite proteins co-exported  with Hsp70x	DnaJ protein, putative	
PF3D7_0823800	seve_uncom	Genes differentially expressed in severe malaria	DnaJ protein, putative	
PF3D7_0823800	crt_mdr_GEN	Genes whose expression is highly positively or negatively correlated with pfcrt or pfmdr1	DnaJ protein, putative	
PF3D7_0823800	phosph_Pease	Phosphoproteome - Pease et al 2013	DnaJ protein, putative	
PF3D7_0823800	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	DnaJ protein, putative	
PF3D7_0823800	phosph_Collins	Phosphoproteome - Collins et al 2014	DnaJ protein, putative	
PF3D7_0823800	FV_prot	Food vacuole proteome	DnaJ protein, putative	
PF3D7_0823800	chap_clust	Chaperones associate with proteins in various iRBC locations	DnaJ protein, putative	
PF3D7_0823800	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	DnaJ protein, putative	
PF3D7_0823800	nucle_prote	Nuclear proteome	DnaJ protein, putative	
PF3D7_0823800	HSP_DnaJ	Hsp70 machinery interacts with J-domains	DnaJ protein, putative	
PF3D7_0823800	Tafenoq_transc	Tafenoquine - effect of drug on gene transcription	DnaJ protein, putative	
PF3D7_0823800	Pf_chaperones	Genes coding for chaperones and their regulators	DnaJ protein, putative	
PF3D7_0823900	Acet_prot	Lysine acetylated proteins	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	mitochondrTCAcycle	Mitochondrial TCA cycle	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	ER_DTT	Genes up and down regulated in response to ER stress	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	prot_protease	Protein-protein associations involving proteases	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	mitochonApico	Transporters of the mitochondrial and apicoplast membranes	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	antioxidantSystem	Mitochondrial antioxidant system	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	transporters	Genes coding for transport proteins	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	nuclearGenes	Nuclear genes with mitochondrial signal sequences	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	palmito	Total palmitome of Plasmodium falciparum	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0823900	gene_lumef	Gene expression affected by lumefantrine	dicarboxylate/tricarboxylate carrier, DTC	
PF3D7_0824100	ExcisionRepairTab	Genes involved in DNA repair	exonuclease, putative	
PF3D7_0824100	baseExcision	Base excision repair of AP sites	exonuclease, putative	
PF3D7_0824100	DNArepair	DNA mismatch repair system	exonuclease, putative	
PF3D7_0824300	PQS	P. falciparum genes harboring G-quadruplexes	GTP-binding protein obg2, putative	
PF3D7_0824300	org_ribos	Organellar ribosome assembly proteins  and their predicted targeting	GTP-binding protein obg2, putative	
PF3D7_0824300	nuclearGenes	Nuclear genes with mitochondrial signal sequences	GTP-binding protein obg2, putative	
PF3D7_0824400	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	nucleoside transporter 2, NT2	
PF3D7_0824400	PKG_substr	Potential PKG substrates in  schizonts	nucleoside transporter 2, NT2	
PF3D7_0824400	transporters	Genes coding for transport proteins	nucleoside transporter 2, NT2	
PF3D7_0824400	phospho_mero	Phosphoproteome of the merozoite	nucleoside transporter 2, NT2	
PF3D7_0824400	phospoprot	Phosphoproteome	nucleoside transporter 2, NT2	
PF3D7_0824400	PKG	Protein kinase G-dependent phosphorylation in schizonts	nucleoside transporter 2, NT2	
PF3D7_0824400	palmito	Total palmitome of Plasmodium falciparum	nucleoside transporter 2, NT2	
PF3D7_0824400	phosph_treeck	Phosphoproteome - Treeck et al 2011	nucleoside transporter 2, NT2	
PF3D7_0824400	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	nucleoside transporter 2, NT2	
PF3D7_0824400	phosph_Pease	Phosphoproteome - Pease et al 2013	nucleoside transporter 2, NT2	
PF3D7_0824400	drug_targ	Drug targets	nucleoside transporter 2, NT2	
PF3D7_0824400	ERGolgiVacuole	Transporters of the ER/Golgi and digestive vacuole membranes	nucleoside transporter 2, NT2	
PF3D7_0824400	phosph_Collins	Phosphoproteome - Collins et al 2014	nucleoside transporter 2, NT2	
PF3D7_0824400	PPM	Transporters of the plasma membrane	nucleoside transporter 2, NT2	
PF3D7_0824500	ProteasomeMeditated	Proteasome-mediated degradation of non-native ER proteins	conserved Plasmodium protein, unknown function	
PF3D7_0824600	cytosol-Fe-S	Maturation of cytosolic and nuclear Fe-S proteins	Fe-S cluster assembly protein DRE2, putative	
PF3D7_0824600	Fe-SprotTab	Genes coding for Fe-S containing proteins	Fe-S cluster assembly protein DRE2, putative	
PF3D7_0824600	FeSProtein	Mechanism of Fe-S-protein biogenesis	Fe-S cluster assembly protein DRE2, putative	
PF3D7_0824600	gene_coma	Genes for which expression is significantly correlated with coma score	Fe-S cluster assembly protein DRE2, putative	
PF3D7_0825100	trans_chap	Co-translational capturing of selected ribosomal proteins by their dedicated chaperones	conserved Plasmodium protein, unknown function	
PF3D7_0825200	apicoplastgenes	Nuclear genes with apicoplast signal sequences	translation initiation factor IF-3	
PF3D7_0825200	trans_com	Organellar distribution of translation components	translation initiation factor IF-3	
PF3D7_0825200	eiF3	The structure of translation initiation factor 3	translation initiation factor IF-3	
PF3D7_0825200	transl_mito	Translation in mitochondrion	translation initiation factor IF-3	
PF3D7_0825200	prokaryotes	Translation in prokaryotes - a template for apicoplast and mitochondrion	translation initiation factor IF-3	
PF3D7_0825500	riboMaturation	Maturation and export of 60S and 40S ribosomal subunits	protein KRI1, putative	
PF3D7_0825500	Ribosomegenes	Genes coding for components involved in ribosome assembly	protein KRI1, putative	
PF3D7_0825500	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	protein KRI1, putative	
PF3D7_0825600	mitochondrionef	Mitochondrial electron flow	cytochrome c oxidase assembly factor 5, putative	
PF3D7_0825600	Cu_CCO	Mitochondrial copper transport pathways to cytochrome C oxidase subunits	cytochrome c oxidase assembly factor 5, putative	
PF3D7_0825600	BiogenesisCytochromeOxidase	Biogenesis of cytochrome oxidase	cytochrome c oxidase assembly factor 5, putative	
PF3D7_0825700	exportome	Exportome - compiled from various sources	conserved Plasmodium protein, unknown function	
PF3D7_0825800	exportome	Exportome - compiled from various sources	conserved Plasmodium protein, unknown function	
PF3D7_0826100	phosph_Pease	Phosphoproteome - Pease et al 2013	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	phosph_Collins	Phosphoproteome - Collins et al 2014	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	phospoprot	Phosphoproteome	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	phosph_treeck	Phosphoproteome - Treeck et al 2011	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	cAMP_stage	Differentially expressed genes in different stages treated with cAMP	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	ubiq_gene	Genes encoding ubiquitin-related reactions	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	Acet_prot	Lysine acetylated proteins	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	DUBs	General roles of deubiquitinases	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	proteaUbiqpath	Proteasome-mediated proteolysis of ubiquinated proteins	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	proteasome_new	Genes coding for components of the proteasome degradation machinery & their timed transcription	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	phospho_mero	Phosphoproteome of the merozoite	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	gluth_prot	S-Glutathionylated proteins	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	seve_uncom	Genes differentially expressed in severe malaria	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826100	Interac_prot	Important interacting proteins	HECT-like E3 ubiquitin ligase, putative	
PF3D7_0826200	lys_met	Peptides with confirmed methylated lysine residues	alpha/beta hydrolase, putative	
PF3D7_0826300	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	SPRY domain, putative	
PF3D7_0826300	phospoprot	Phosphoproteome	SPRY domain, putative	
PF3D7_0826300	phosph_Pease	Phosphoproteome - Pease et al 2013	SPRY domain, putative	
PF3D7_0826400	Terpenoid	Terpenoid metabolism	dehydrodolichyl diphosphate synthetase, putative	
PF3D7_0826400	prot_protease	Protein-protein associations involving proteases	dehydrodolichyl diphosphate synthetase, putative	
PF3D7_0826500	Acet_prot	Lysine acetylated proteins	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	phosph_Collins	Phosphoproteome - Collins et al 2014	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	phospoprot	Phosphoproteome	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	proteasome_new	Genes coding for components of the proteasome degradation machinery & their timed transcription	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	Ubiq_conj	Plasmodium ubiquitin-protein conjugates	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	ubiq_gene	Genes encoding ubiquitin-related reactions	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	ProteasomeMeditated	Proteasome-mediated degradation of non-native ER proteins	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	Ub_ER	The ubiquitylation machineries of the ER for misfolded secretory proteins	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	phosph_treeck	Phosphoproteome - Treeck et al 2011	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	CDC48_proteas	Cdc48 is the driving force in the targeting of the ER-substrates to the 26S-proteasome	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	phospho_mero	Phosphoproteome of the merozoite	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	proteaUbiqpath	Proteasome-mediated proteolysis of ubiquinated proteins	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826500	phosph_Pease	Phosphoproteome - Pease et al 2013	ubiquitin conjugation factor E4 B, putative	
PF3D7_0826600	SNARE	SNAREs and their accessories	SNARE protein, putative	
PF3D7_0826600	phospoprot	Phosphoproteome	SNARE protein, putative	
PF3D7_0826600	vesExocytosis	Molecular model of vesicle exocytosis	SNARE protein, putative	
PF3D7_0826600	phosph_treeck	Phosphoproteome - Treeck et al 2011	SNARE protein, putative	
PF3D7_0826700	transl_regul	Transcripts translationally regulated in asexual blood stages	receptor for activated c kinase	
PF3D7_0826700	AM_assembl	Assisted assembly of Sm-class snRNPs	receptor for activated c kinase	
PF3D7_0826700	WDR-gen	PfWDR genes	receptor for activated c kinase	
PF3D7_0826700	highest_mRNA	Highest expressed genes based on mRNA abundance	receptor for activated c kinase	
PF3D7_0826700	drCDC_unk	Network analysis of drCDC-UNK proteins and their potential protein interactions	receptor for activated c kinase	
PF3D7_0826700	apoptosis	Possible paths for apoptosis	receptor for activated c kinase	
PF3D7_0826700	gluth_prot	S-Glutathionylated proteins	receptor for activated c kinase	
PF3D7_0826700	sign_mach	Signaling machinery in malaria parasites	receptor for activated c kinase	
PF3D7_0826700	phosph_Collins	Phosphoproteome - Collins et al 2014	receptor for activated c kinase	
PF3D7_0826700	prot_ATP	Proteins with ATPase activity	receptor for activated c kinase	
PF3D7_0826700	WD_prot	WD40 proteins as platforms of protein-protein interactions	receptor for activated c kinase	
PF3D7_0826700	nucle_prote	Nuclear proteome	receptor for activated c kinase	
PF3D7_0826700	prot_rupt	Proteins released from infected cells during rupture	receptor for activated c kinase	
PF3D7_0826700	nitrosylatedProt	S-nitrosylated proteins	receptor for activated c kinase	
PF3D7_0826700	mRNAdeg	mRNA degradation	receptor for activated c kinase	
PF3D7_0826700	MCprot	Established and putative Maurer's clefts proteins	receptor for activated c kinase	
PF3D7_0826700	organizKinetochore	Putative organization of the kinetochore	receptor for activated c kinase	
PF3D7_0826700	phosph_Pease	Phosphoproteome - Pease et al 2013	receptor for activated c kinase	
PF3D7_0826700	biogen_cytc	Biogenesis and functions of mitochondrial cytochrome c	receptor for activated c kinase	
PF3D7_0826700	Acet_prot	Lysine acetylated proteins	receptor for activated c kinase	
PF3D7_0826700	phosph_treeck	Phosphoproteome - Treeck et al 2011	receptor for activated c kinase	
PF3D7_0826700	phospho_mero	Phosphoproteome of the merozoite	receptor for activated c kinase	
PF3D7_0826700	phospoprot	Phosphoproteome	receptor for activated c kinase	
PF3D7_0826700	prot_protease	Protein-protein associations involving proteases	receptor for activated c kinase	
PF3D7_0826700	redoxReg	Proteins targeted by the thioredoxin superfamily enzymes	receptor for activated c kinase	
PF3D7_0826700	SEP_prot	Top ranked surface exposed proteins	receptor for activated c kinase	
PF3D7_0826700	most_abund	The 35 most abundant proteins	receptor for activated c kinase	
PF3D7_0826800	snoRNA	Various features of C/D and H/ACA snoRNAs	small nucleolar RNA snoR05	
PF3D7_0827000	60S_assem_pathw	Pre-ribosomal particles along the 60S assembly pathway	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	phosph_Collins	Phosphoproteome - Collins et al 2014	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	riboMaturation	Maturation and export of 60S and 40S ribosomal subunits	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	nuclearGenes	Nuclear genes with mitochondrial signal sequences	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	phosph_Pease	Phosphoproteome - Pease et al 2013	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	helicases	Helicases	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	gene_coma	Genes for which expression is significantly correlated with coma score	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	Ribosomegenes	Genes coding for components involved in ribosome assembly	ATP-dependent RNA helicase DBP10, putative	
PF3D7_0827000	RNA_prot	RNA binding proteins	ATP-dependent RNA helicase DBP10, putative	
