Gene ID	source_id	Product Description	Previous ID(s)	gene_source_id	Gene Name or Symbol	Gene has Unmatched Transcripts	
PBANKA_1003300	PBANKA_1003300.1	TMEM33 domain-containing protein, putative	Previous IDs: PB001035.02.0;PBANKA_100330	PBANKA_1003300	N/A	no	
PBANKA_1003400	PBANKA_1003400.1	lysine decarboxylase, putative	Previous IDs: PB001034.02.0;PB001144.00.0;PB001168.01.0;PB103582.00.0;PB300815.00.0;PBANKA_100340	PBANKA_1003400	UIS14	no	
PBANKA_1003500	PBANKA_1003500.1	conserved protein, unknown function	Previous IDs: PB000283.01.0;PBANKA_100350	PBANKA_1003500	N/A	no	
PBANKA_1003600	PBANKA_1003600.1	apical sushi protein, putative	Previous IDs: PB001179.02.0;PBANKA_100360	PBANKA_1003600	ASP	no	
PBANKA_1003700	PBANKA_1003700.1	conserved protein, unknown function	Previous IDs: PB001178.02.0;PB300734.00.0;PBANKA_100370	PBANKA_1003700	N/A	no	
PBANKA_1003800	PBANKA_1003800.1	V-type proton ATPase subunit B, putative	Previous IDs: PB001177.02.0;PBANKA_100380	PBANKA_1003800	N/A	no	
PBANKA_1003900	PBANKA_1003900.1	gametocyte-specific protein	Previous IDs: PB106837.00.0;PBANKA_100390	PBANKA_1003900	N/A	no	
PBANKA_1004000	PBANKA_1004000.1	cytosolic glyoxalase II, putative	Previous IDs: PB001635.02.0;PB301216.00.0;PBANKA_100400	PBANKA_1004000	cGLO2	no	
PBANKA_1004100	PBANKA_1004100.1	NYN domain-containing protein, putative	Previous IDs: PB001634.02.0;PB401095.00.0;PBANKA_100410	PBANKA_1004100	N/A	no	
PBANKA_1004200	PBANKA_1004200.1	conserved protein, unknown function	Previous IDs: PBANKA_100420	PBANKA_1004200	N/A	no	
PBANKA_1004300	PBANKA_1004300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001002.00.0;PB101758.00.0;PB301430.00.0;PB406096.00.0;PBANKA_100430	PBANKA_1004300	N/A	no	
PBANKA_1004400	PBANKA_1004400.1	ribosomal protein L25, putative	Previous IDs: PB001001.00.0;PB300694.00.0;PBANKA_100440	PBANKA_1004400	N/A	no	
PBANKA_1004500	PBANKA_1004500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001003.00.0;PB001004.00.0;PB104069.00.0;PB300695.00.0;PB401876.00.0;PBANKA_100450	PBANKA_1004500	N/A	no	
PBANKA_1004600	PBANKA_1004600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000504.01.0;PBANKA_100460	PBANKA_1004600	N/A	no	
PBANKA_1004700	PBANKA_1004700.1	methyltransferase, putative	Previous IDs: PB000503.01.0;PBANKA_100470	PBANKA_1004700	N/A	no	
PBANKA_1004800	PBANKA_1004800.1	peptidyl-tRNA hydrolase 2, putative	Previous IDs: PB000505.01.0;PBANKA_100480	PBANKA_1004800	PTH2	no	
PBANKA_1004900	PBANKA_1004900.1	transcription factor, putative	Previous IDs: PB001253.00.0;PBANKA_100490	PBANKA_1004900	N/A	no	
PBANKA_1005000	PBANKA_1005000.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_100500	PBANKA_1005000	N/A	no	
PBANKA_1005100	PBANKA_1005100.1	mitochondrial carrier protein, putative	Previous IDs: PB001254.00.0;PBANKA_100510	PBANKA_1005100	N/A	no	
PBANKA_1005200	PBANKA_1005200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000568.02.0;PB001255.00.0;PBANKA_100520	PBANKA_1005200	N/A	no	
PBANKA_1005300	PBANKA_1005300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000025.01.0;PB000567.02.0;PB300796.00.0;PBANKA_100530	PBANKA_1005300	N/A	no	
PBANKA_1005400	PBANKA_1005400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000072.00.0;PB300950.00.0;PB401238.00.0;PBANKA_100540	PBANKA_1005400	N/A	no	
PBANKA_1005500	PBANKA_1005500.1	AAA family ATPase, putative	Previous IDs: PB001002.02.0;PB301096.00.0;PB402887.00.0;PBANKA_100550	PBANKA_1005500	N/A	no	
PBANKA_1005600	PBANKA_1005600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001004.02.0;PB300798.00.0;PBANKA_100560	PBANKA_1005600	N/A	no	
PBANKA_1005700	PBANKA_1005700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001003.02.0;PB300013.00.0;PB401135.00.0;PBANKA_100570	PBANKA_1005700	N/A	no	
PBANKA_1005800	PBANKA_1005800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000718.03.0;PBANKA_100580	PBANKA_1005800	N/A	no	
PBANKA_1005900	PBANKA_1005900.1	zinc finger Ran-binding domain-containing protein 2, putative	Previous IDs: PB000741.01.0;PB300799.00.0;PBANKA_100590	PBANKA_1005900	ZRANB2	no	
PBANKA_1006000	PBANKA_1006000.1	conserved protein, unknown function	Previous IDs: PB000740.01.0;PB301352.00.0;PBANKA_100600	PBANKA_1006000	N/A	no	
PBANKA_1006100	PBANKA_1006100.1	flap endonuclease 1, putative	Previous IDs: PB000739.01.0;PB300433.00.0;PBANKA_100610	PBANKA_1006100	FEN1	no	
PBANKA_1006200	PBANKA_1006200.1	sporozoite invasion-associated protein 1	Previous IDs: PB000251.01.0;PB300070.00.0;PBANKA_100620	PBANKA_1006200	SIAP1	no	
PBANKA_1006300	PBANKA_1006300.1	perforin-like protein 1	Previous IDs: PB000252.01.0;PBANKA_100630;SPECT2	PBANKA_1006300	PLP1	no	
PBANKA_1006400	PBANKA_1006400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001214.00.0;PBANKA_100640	PBANKA_1006400	N/A	no	
PBANKA_1006500	PBANKA_1006500.1	tRNA N6-adenosine threonylcarbamoyltransferase, putative	Previous IDs: PB001212.00.0;PB300640.00.0;PBANKA_100650	PBANKA_1006500	KAE1	no	
PBANKA_1006600	PBANKA_1006600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001213.00.0;PB001264.02.0;PB103462.00.0;PB300683.00.0;PB300733.00.0;PB301413.00.0;PBANKA_100660	PBANKA_1006600	N/A	no	
PBANKA_1006700	PBANKA_1006700.1	U4/U6 small nuclear ribonucleoprotein PRP31, putative	Previous IDs: PB001263.02.0;PBANKA_100670	PBANKA_1006700	PRPF31	no	
PBANKA_1006800	PBANKA_1006800.1	protein SOF1, putative	Previous IDs: PB001262.02.0;PB300204.00.0;PBANKA_100680	PBANKA_1006800	SOF1	no	
PBANKA_1006900	PBANKA_1006900.1	methyltransferase, putative	Previous IDs: PB001260.02.0;PBANKA_100690	PBANKA_1006900	N/A	no	
PBANKA_1007000	PBANKA_1007000.1	chaperone protein DnaJ, putative	Previous IDs: PB001261.02.0;PBANKA_100700	PBANKA_1007000	N/A	no	
PBANKA_1007100	PBANKA_1007100.1	NAD(P)-binding protein, putative	Previous IDs: PB001265.02.0;PB300101.00.0;PBANKA_100710	PBANKA_1007100	N/A	no	
PBANKA_1007200	PBANKA_1007200.1	replication protein A1, large subunit, putative	Previous IDs: PB001259.02.0;PB300457.00.0;PB300839.00.0;PB402156.00.0;PBANKA_100720	PBANKA_1007200	RPA1	no	
PBANKA_1007300	PBANKA_1007300.1	peptide chain release factor 2, putative	Previous IDs: PB001267.02.0;PB300840.00.0;PBANKA_100730	PBANKA_1007300	RF2	no	
PBANKA_1007400	PBANKA_1007400.1	zinc finger protein, putative	Previous IDs: PB000807.01.0;PB001266.02.0;PBANKA_100740	PBANKA_1007400	N/A	no	
PBANKA_1007500	PBANKA_1007500.1	actin-like protein, putative	Previous IDs: PB000806.01.0;PB103606.00.0;PBANKA_100750	PBANKA_1007500	ALP5b	no	
PBANKA_1007600	PBANKA_1007600.1	erythrocyte vesicle protein 1, putative	Previous IDs: PB101619.00.0;PB402479.00.0;PBANKA_100760	PBANKA_1007600	EVP1	no	
PBANKA_1007641	PBANKA_1007641:tRNA	tRNA Serine	Previous IDs: berg10:tRNA:rfamscan:320440-320521	PBANKA_1007641	N/A	no	
PBANKA_1007661	PBANKA_1007661:tRNA	tRNA Isoleucine	Previous IDs: berg10:tRNA:rfamscan:321077-321149	PBANKA_1007661	N/A	no	
PBANKA_1007700	PBANKA_1007700.1	protein phosphatase PPM1	Previous IDs: PB000736.02.0;PB300495.00.0;PBANKA_100770	PBANKA_1007700	PPM1	no	
PBANKA_1007800	PBANKA_1007800.1	exosome complex component RRP4, putative	Previous IDs: PB000735.02.0;PBANKA_100780	PBANKA_1007800	RRP4	no	
PBANKA_1007900	PBANKA_1007900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000737.02.0;PBANKA_100790	PBANKA_1007900	N/A	no	
PBANKA_1008000	PBANKA_1008000.1	conserved protein, unknown function	Previous IDs: PB000729.02.0;PBANKA_100800	PBANKA_1008000	N/A	no	
PBANKA_1008100	PBANKA_1008100.1	ribosome biogenesis GTPase A, putative	Previous IDs: PB000727.02.0;PBANKA_100810	PBANKA_1008100	RbgA	no	
PBANKA_1008200	PBANKA_1008200.1	cGMP-dependent protein kinase	Previous IDs: PB000726.02.0;PB300393.00.0;PB300651.00.0;PBANKA_100820	PBANKA_1008200	PKG	no	
PBANKA_1008300	PBANKA_1008300.1	GTP-binding protein, putative	Previous IDs: PB301137.00.0;PBANKA_100830	PBANKA_1008300	N/A	no	
PBANKA_1008400	PBANKA_1008400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000728.02.0;PB402076.00.0;PBANKA_100840	PBANKA_1008400	N/A	no	
PBANKA_1008500	PBANKA_1008500.1	translocon component PTEX150	Previous IDs: PB000730.02.0;PBANKA_100850	PBANKA_1008500	PTEX150	no	
PBANKA_1008600	PBANKA_1008600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001008.02.0;PBANKA_100860	PBANKA_1008600	N/A	no	
PBANKA_1008700	PBANKA_1008700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001006.02.0;PB301333.00.0;PB301458.00.0;PB301530.00.0;PBANKA_100870	PBANKA_1008700	N/A	no	
PBANKA_1008800	PBANKA_1008800.1	glucose-6-phosphate isomerase, putative	Previous IDs: PB001005.02.0;PB301360.00.0;PBANKA_100880	PBANKA_1008800	N/A	no	
PBANKA_1008900	PBANKA_1008900.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_100890	PBANKA_1008900	N/A	no	
PBANKA_1009000	PBANKA_1009000.1	GTPase Era, putative	Previous IDs: PB300666.00.0;PB301014.00.0;PBANKA_100900	PBANKA_1009000	ERA	no	
PBANKA_1009100	PBANKA_1009100.1	ataxin-2 like protein, putative	Previous IDs: PB001200.00.0;PB301254.00.0;PBANKA_100910	PBANKA_1009100	N/A	no	
PBANKA_1009200	PBANKA_1009200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000313.00.0;PB000980.03.0;PBANKA_100920	PBANKA_1009200	N/A	no	
PBANKA_1009300	PBANKA_1009300.1	clathrin light chain, putative	Previous IDs: PBANKA_100930	PBANKA_1009300	N/A	no	
PBANKA_1009400	PBANKA_1009400.1	ER membrane protein complex subunit 4, putative	Previous IDs: PB301189.00.0;PBANKA_100940	PBANKA_1009400	EMC4	no	
PBANKA_1009500	PBANKA_1009500.1	glutamate synthase [NADH], putative	Previous IDs: PB000874.03.0;PB102643.00.0;PB300358.00.0;PB300609.00.0;PB300835.00.0;PB301268.00.0;PBANKA_100950	PBANKA_1009500	N/A	no	
PBANKA_1009600	PBANKA_1009600.1	conserved protein, unknown function	Previous IDs: PB000875.03.0;PBANKA_100960	PBANKA_1009600	N/A	no	
PBANKA_1009700	PBANKA_1009700.1	ribonuclease H2 subunit B, putative	Previous IDs: PB000595.02.0;PB301132.00.0;PBANKA_100970	PBANKA_1009700	N/A	no	
PBANKA_1009800	PBANKA_1009800.1	cytochrome c oxidase assembly protein COX15, putative	Previous IDs: PB000591.02.0;PBANKA_100980	PBANKA_1009800	COX15	no	
PBANKA_1009900	PBANKA_1009900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000594.02.0;PB300352.00.0;PBANKA_100990	PBANKA_1009900	N/A	no	
PBANKA_1010000	PBANKA_1010000.1	mitochondrial acidic protein MAM33, putative	Previous IDs: PB000592.02.0;PB300348.00.0;PBANKA_101000	PBANKA_1010000	N/A	no	
PBANKA_1010100	PBANKA_1010100.1	mitochondrial import inner membrane translocase subunit TIM17, putative	Previous IDs: PB000593.02.0;PBANKA_101010	PBANKA_1010100	TIM17	no	
PBANKA_1010200	PBANKA_1010200.1	methionine aminopeptidase 2, putative	Previous IDs: PB000590.02.0;PBANKA_101020	PBANKA_1010200	METAP2	no	
PBANKA_1010300	PBANKA_1010300.1	dynein-related AAA-type ATPase, putative	Previous IDs: PB000093.02.0;PB000135.02.0;PB000170.03.0;PB000616.03.0;PB000759.03.0;PB000763.01.0;PB000933.02.0;PB300376.00.0;PB300391.00.0;PB300908.00.0;PB300925.00.0;PB301143.00.0;PBANKA_101030	PBANKA_1010300	N/A	no	
PBANKA_1010400	PBANKA_1010400.1	conserved protein, unknown function	Previous IDs: PB000910.03.0;PBANKA_101040	PBANKA_1010400	N/A	no	
PBANKA_1010500	PBANKA_1010500.1	Hsp70/Hsp90 organizing protein, putative	Previous IDs: PB000909.03.0;PBANKA_101050	PBANKA_1010500	HOP	no	
PBANKA_1010600	PBANKA_1010600.1	calmodulin, putative	Previous IDs: PB000182.03.0;PB301431.00.0;PBANKA_101060	PBANKA_1010600	CAM	no	
PBANKA_1010700	PBANKA_1010700.1	queuine tRNA-ribosyltransferase, putative	Previous IDs: PB000183.03.0;PB000924.00.0;PBANKA_101070	PBANKA_1010700	N/A	no	
PBANKA_1010800	PBANKA_1010800.1	CCR4-associated factor 16, putative	Previous IDs: PB000925.00.0;PBANKA_101080	PBANKA_1010800	CAF16	no	
PBANKA_1010900	PBANKA_1010900.1	protein kinase, putative	Previous IDs: PB000288.01.0;PBANKA_101090;PBANKA_101100	PBANKA_1010900	N/A	no	
PBANKA_1011100	PBANKA_1011100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB300887.00.0;PB301174.00.0;PBANKA_101110	PBANKA_1011100	N/A	no	
PBANKA_1011200	PBANKA_1011200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000044.03.0;PB000076.02.0;PBANKA_101120	PBANKA_1011200	N/A	no	
PBANKA_1011300	PBANKA_1011300.1	signal peptidase complex subunit SPC1, putative	Previous IDs: PB000045.03.0;PBANKA_101130	PBANKA_1011300	SPC1	no	
PBANKA_1011400	PBANKA_1011400.1	DNA topoisomerase 2, putative	Previous IDs: PB000671.01.0;PB300551.00.0;PB300632.00.0;PBANKA_101140	PBANKA_1011400	TOP2	no	
PBANKA_1011500	PBANKA_1011500.1	zinc finger protein, putative	Previous IDs: PB000078.03.0;PB000213.01.0;PB000553.02.0;PB103020.00.0;PB300952.00.0;PB301057.00.0;PBANKA_101150	PBANKA_1011500	N/A	no	
PBANKA_1011600	PBANKA_1011600.1	chromatin assembly factor 1 P55 subunit, putative	Previous IDs: PB000212.01.0;PBANKA_101160	PBANKA_1011600	N/A	no	
PBANKA_1011700	PBANKA_1011700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB108243.00.0;PBANKA_101170	PBANKA_1011700	N/A	no	
PBANKA_1011800	PBANKA_1011800.1	HID1 domain-containing protein, putative	Previous IDs: PB000438.01.0;PB104625.00.0;PBANKA_101180	PBANKA_1011800	N/A	no	
PBANKA_1011900	PBANKA_1011900.1	H/ACA ribonucleoprotein complex subunit 3, putative	Previous IDs: PB104624.00.0;PBANKA_101190	PBANKA_1011900	NOP10	no	
PBANKA_1012000	PBANKA_1012000.1	SF-assemblin, putative	Previous IDs: PB000185.02.0;PBANKA_101200	PBANKA_1012000	N/A	no	
PBANKA_1012100	PBANKA_1012100.1	HP12 protein homolog, putative	Previous IDs: PB000186.02.0;PBANKA_101210	PBANKA_1012100	N/A	no	
PBANKA_1012200	PBANKA_1012200.1	protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative	Previous IDs: PB000463.03.0;PBANKA_101220	PBANKA_1012200	N/A	no	
PBANKA_1012300	PBANKA_1012300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000085.01.0;PB000229.03.0;PB103490.00.0;PBANKA_101230	PBANKA_1012300	N/A	no	
PBANKA_1012400	PBANKA_1012400.1	RNA methyltransferase, putative	Previous IDs: PB000228.03.0;PBANKA_101240	PBANKA_1012400	N/A	no	
PBANKA_1012500	PBANKA_1012500.1	leucine-rich repeat protein	Previous IDs: PB001159.01.0;PB100722.00.0;PB300366.00.0;PB301039.00.0;PBANKA_101250	PBANKA_1012500	LRR5	no	
PBANKA_1012600	PBANKA_1012600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000289.02.0;PB000964.03.0;PBANKA_101260	PBANKA_1012600	N/A	no	
PBANKA_1012700	PBANKA_1012700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000963.03.0;PB000965.03.0;PBANKA_101270	PBANKA_1012700	N/A	no	
PBANKA_1012800	PBANKA_1012800.1	voltage-dependent anion-selective channel protein, putative	Previous IDs: PB000842.03.0;PB300403.00.0;PBANKA_101280	PBANKA_1012800	N/A	no	
PBANKA_1012900	PBANKA_1012900.1	SNARE protein, putative	Previous IDs: PB000843.03.0;PBANKA_101290	PBANKA_1012900	N/A	no	
PBANKA_1013000	PBANKA_1013000.1	inner membrane complex suture component, putative	Previous IDs: PB000493.02.0;PBANKA_101300	PBANKA_1013000	ISC3	no	
PBANKA_1013100	PBANKA_1013100.1	60S ribosomal protein L14, putative	Previous IDs: PB000282.02.0;PBANKA_101310	PBANKA_1013100	N/A	no	
PBANKA_1013200	PBANKA_1013200.1	succinyl-CoA ligase [ADP-forming] subunit beta, putative	Previous IDs: PB000281.02.0;PBANKA_101320	PBANKA_1013200	N/A	no	
PBANKA_1013300	PBANKA_1013300.1	mitogen-activated protein kinase 1	Previous IDs: PB000806.03.0;PBANKA_101330;PbMAP1	PBANKA_1013300	MAPK1	no	
PBANKA_1013400	PBANKA_1013400.1	surface-related antigen SRA, putative	Previous IDs: PB000047.01.0;PB001092.03.0;PB301474.00.0;PBANKA_101340	PBANKA_1013400	SRA	no	
PBANKA_1013500	PBANKA_1013500.1	large subunit GTPase 1, putative	Previous IDs: PB000046.01.0;PB000413.00.0;PB300527.00.0;PBANKA_101350	PBANKA_1013500	LSG1	no	
PBANKA_1013600	PBANKA_1013600.1	PhIL1 interacting protein PIP2, putative	Previous IDs: PB000717.01.0;PBANKA_101360	PBANKA_1013600	PIP2	no	
PBANKA_1013700	PBANKA_1013700.1	mitochondrial ribosomal protein L17-2 precursor, putative	Previous IDs: PB000716.01.0;PB300529.00.0;PBANKA_101370	PBANKA_1013700	N/A	no	
PBANKA_1013800	PBANKA_1013800.1	cytochrome c oxidase subunit 2, putative	Previous IDs: PB000715.01.0;PB300907.00.0;PBANKA_101380	PBANKA_1013800	COX2	no	
PBANKA_1013900	PBANKA_1013900.1	PhIL1 interacting protein PIP3, putative	Previous IDs: PB000718.01.0;PBANKA_101390	PBANKA_1013900	PIP3	no	
PBANKA_1014000	PBANKA_1014000.1	NADP-specific glutamate dehydrogenase, putative	Previous IDs: PB000714.01.0;PBANKA_101400	PBANKA_1014000	GDH2	no	
PBANKA_1014100	PBANKA_1014100.1	endonuclease/exonuclease/phosphatase family protein, putative	Previous IDs: PB001111.00.0;PBANKA_101410	PBANKA_1014100	N/A	no	
PBANKA_1014200	PBANKA_1014200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000845.01.0;PBANKA_101420	PBANKA_1014200	N/A	no	
PBANKA_1014300	PBANKA_1014300.1	autophagy protein 5, putative	Previous IDs: PB001203.00.0;PBANKA_101430	PBANKA_1014300	ATG5	no	
PBANKA_1014400	PBANKA_1014400.1	acid phosphatase, putative	Previous IDs: PB001201.00.0;PB301247.00.0;PB301376.00.0;PB301490.00.0;PBANKA_101440	PBANKA_1014400	N/A	no	
PBANKA_1014500	PBANKA_1014500.1	plasmepsin IX, putative	Previous IDs: PB001202.00.0;PBANKA_101450	PBANKA_1014500	PMIX	no	
PBANKA_1014600	PBANKA_1014600.1	serine/threonine protein phosphatase 2A activator, putative	Previous IDs: PB001204.00.0;PB300767.00.0;PBANKA_101460	PBANKA_1014600	PTPA	no	
PBANKA_1014700	PBANKA_1014700.1	conserved protein, unknown function	Previous IDs: PB001206.00.0;PBANKA_101470	PBANKA_1014700	N/A	no	
PBANKA_1014800	PBANKA_1014800.1	ADP-dependent DNA helicase RecQ, putative	Previous IDs: PB000339.03.0;PB001205.00.0;PB001207.00.0;PBANKA_101480	PBANKA_1014800	WRN	no	
PBANKA_1014900	PBANKA_1014900.1	coatomer subunit beta, putative	Previous IDs: PB000340.03.0;PB000713.00.0;PB001165.01.0;PBANKA_101490	PBANKA_1014900	N/A	no	
PBANKA_1015000	PBANKA_1015000.1	mitochondrial ribosomal protein L15 precursor, putative	Previous IDs: PB000714.00.0;PBANKA_101500	PBANKA_1015000	N/A	no	
PBANKA_1015100	PBANKA_1015100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000716.00.0;PBANKA_101510	PBANKA_1015100	N/A	no	
PBANKA_1015200	PBANKA_1015200.1	diphthamide biosynthesis protein 2, putative	Previous IDs: PB000712.00.0;PBANKA_101520	PBANKA_1015200	DPH2	no	
PBANKA_1015300	PBANKA_1015300.1	rRNA (adenosine-2'-O-)-methyltransferase, putative	Previous IDs: PB000245.00.0;PB000441.02.0;PB000715.00.0;PB001655.02.0;PB405706.00.0;PBANKA_101530	PBANKA_1015300	N/A	no	
PBANKA_1015400	PBANKA_1015400.1	CPW-WPC family protein	Previous IDs: PB000018.03.0;PB401970.00.0;PB403040.00.0;PBANKA_101540	PBANKA_1015400	N/A	no	
PBANKA_1015500	PBANKA_1015500.1	AP2 domain transcription factor AP2-O3	Previous IDs: ApiAP2;PB000462.00.0;PB000595.01.0;PB300860.00.0;PBANKA_101550	PBANKA_1015500	AP2-O3	no	
PBANKA_1015600	PBANKA_1015600.1	apicoplast ribosomal protein L15 precursor, putative	Previous IDs: PB000456.00.0;PBANKA_101560	PBANKA_1015600	N/A	no	
PBANKA_1015700	PBANKA_1015700.1	protein archease, putative	Previous IDs: PB000461.00.0;PBANKA_101570	PBANKA_1015700	N/A	no	
PBANKA_1015800	PBANKA_1015800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000458.00.0;PBANKA_101580	PBANKA_1015800	N/A	no	
PBANKA_1015900	PBANKA_1015900.1	transcription initiation TFIID-like, putative	Previous IDs: PB000459.00.0;PB300963.00.0;PBANKA_101590	PBANKA_1015900	N/A	no	
PBANKA_1016000	PBANKA_1016000.1	heme/steroid binding domain containing protein, putative	Previous IDs: PB000463.00.0;PBANKA_101600	PBANKA_1016000	N/A	no	
PBANKA_1016100	PBANKA_1016100.1	peptide chain release factor 1, putative	Previous IDs: PB000460.00.0;PBANKA_101610	PBANKA_1016100	RF1	no	
PBANKA_1016200	PBANKA_1016200.1	protein kinase, putative	Previous IDs: PB000457.00.0;PB000907.03.0;PB300126.00.0;PBANKA_101620	PBANKA_1016200	N/A	no	
PBANKA_1016300	PBANKA_1016300.1	proliferation-associated protein 2g4, putative	Previous IDs: PB301388.00.0;PBANKA_101630	PBANKA_1016300	N/A	no	
PBANKA_1016400	PBANKA_1016400.1	major facilitator superfamily domain-containing protein, putative	Previous IDs: PB301387.00.0;PBANKA_101640	PBANKA_1016400	MFS5	no	
PBANKA_1016500	PBANKA_1016500.1	WW domain-binding protein 11, putative	Previous IDs: PBANKA_101650	PBANKA_1016500	WBP11	no	
PBANKA_1016600	PBANKA_1016600.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_101660	PBANKA_1016600	N/A	no	
PBANKA_1016700	PBANKA_1016700.1	leucine-rich repeat protein	Previous IDs: PBANKA_101670	PBANKA_1016700	N/A	no	
PBANKA_1016800	PBANKA_1016800.1	exosome complex component RRP41, putative	Previous IDs: PB001661.02.0;PBANKA_101680	PBANKA_1016800	RRP41	no	
PBANKA_1016900	PBANKA_1016900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB403999.00.0;PBANKA_101690	PBANKA_1016900	N/A	no	
PBANKA_1017000	PBANKA_1017000.1	CorA-like Mg2+ transporter protein, putative	Previous IDs: PB300290.00.0;PBANKA_101700	PBANKA_1017000	MIT3	no	
PBANKA_1017100	PBANKA_1017100.1	DNA mismatch repair protein MSH2, putative	Previous IDs: PB300947.00.0;PBANKA_101710	PBANKA_1017100	MSH2-1	no	
PBANKA_1017200	PBANKA_1017200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB401991.00.0;PBANKA_101720	PBANKA_1017200	N/A	no	
PBANKA_1017300	PBANKA_1017300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB300220.00.0;PB300991.00.0;PBANKA_101730	PBANKA_1017300	N/A	no	
PBANKA_1017400	PBANKA_1017400.1	selenoprotein, putative	Previous IDs: PBANKA_101740;Sel4	PBANKA_1017400	Sel4	no	
PBANKA_1017500	PBANKA_1017500.1	lipase, putative	Previous IDs: PB000864.01.0;PB300412.00.0;PBANKA_101750;UIS28	PBANKA_1017500	UIS28	no	
PBANKA_1017600	PBANKA_1017600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000236.03.0;PBANKA_101760	PBANKA_1017600	N/A	no	
PBANKA_1017700	PBANKA_1017700.1	cytochrome b-c1 complex subunit 6, putative	Previous IDs: PB000626.02.0;PBANKA_101770	PBANKA_1017700	QCR6	no	
